series;x;y;z
SeriesA;102;38;3.039980623
SeriesB;102;38;3.229016392
SeriesA;102;39;3.064088031
SeriesB;102;39;3.213733667
SeriesA;102;40;3.040174626
SeriesB;102;40;3.178465459
SeriesA;102;41;3.134375512
SeriesB;102;41;3.21033216
SeriesA;102;42;3.054234671
SeriesB;102;42;3.267685831
SeriesA;102;43;3.083061764
SeriesB;102;43;3.284352497
SeriesA;102;44;3.223362359
SeriesB;102;44;3.246324844
SeriesA;102;45;2.919032802
SeriesB;102;45;3.23
SeriesA;102;46;3.03801432
SeriesB;102;46;3.17618257
SeriesA;102;47;3.206414855
SeriesB;102;47;3.198872912
SeriesA;102;48;3.074573022
SeriesB;102;48;3.215465174
SeriesA;102;49;3.168581579
SeriesB;102;49;3.038797286
SeriesA;102;50;2.978696966
SeriesB;102;50;3.065657515
SeriesA;102;51;3.13
SeriesB;102;51;3.206195907
SeriesA;102;52;3.361587505
SeriesB;102;52;3.346594385
SeriesA;102;53;3.257838288
SeriesB;102;53;3.346594385
SeriesA;102;54;3.135700102
SeriesB;102;54;3.399687738
SeriesA;102;55;3.253597834
SeriesB;102;55;3.27
SeriesA;102;56;3.252684913
SeriesB;102;56;3.30568131
SeriesA;102;57;3.202546195
SeriesB;102;57;3.379001074
SeriesA;102;58;3.162212037
SeriesB;102;58;3.306056618
SeriesA;102;59;3.255091256
SeriesB;102;59;3.284021361
SeriesA;102;60;3.068199881
SeriesB;102;60;3.227515801
SeriesA;102;61;3.145796937
SeriesB;102;61;3.145246871
SeriesA;102;62;3.248474645
SeriesB;102;62;3.162121143
SeriesA;102;63;3.193800047
SeriesB;102;63;3.241870965
SeriesA;102;64;3.340915057
SeriesB;102;64;3.28726201
SeriesA;102;65;3.169716717
SeriesB;102;65;3.314573013
SeriesA;102;66;3.196997884
SeriesB;102;66;3.304089497
SeriesA;102;67;3.167612716
SeriesB;102;67;3.294422835
SeriesA;102;68;3.139621519
SeriesB;102;68;3.242540966
SeriesA;102;69;3.031318532
SeriesB;102;69;3.242540966
SeriesA;102;70;3.219395925
SeriesB;102;70;3.378924315
SeriesA;102;71;3.198318514
SeriesB;102;71;3.444458879
SeriesA;102;72;3.21
SeriesB;102;72;3.441753138
SeriesA;102;73;3.047552924
SeriesB;102;73;3.420630461
SeriesA;102;74;3.077023317
SeriesB;102;74;3.365881283
SeriesA;102;75;3.036658512
SeriesB;102;75;3.349174552
SeriesA;102;76;3.094173505
SeriesB;102;76;3.169234903
SeriesA;102;77;2.953425177
SeriesB;102;77;3.086438648
SeriesA;102;78;3.04925623
SeriesB;102;78;3.105776861
SeriesA;102;79;2.921285889
SeriesB;102;79;3.097897554
SeriesA;102;80;3.078383391
SeriesB;102;80;3.258659528
SeriesA;102;81;3.000143312
SeriesB;102;81;3.263429918
SeriesA;102;82;2.983710164
SeriesB;102;82;3.27326346
SeriesA;102;83;2.880606184
SeriesB;102;83;3.215539438
SeriesA;102;84;3.002732223
SeriesB;102;84;3.171609497
SeriesA;102;85;2.795122631
SeriesB;102;85;3.201973703
SeriesA;102;86;2.891794725
SeriesB;102;86;3.098059585
SeriesA;102;87;2.809718122
SeriesB;102;87;3.006751979
SeriesA;102;88;2.875980707
SeriesB;102;88;2.898149957
SeriesA;102;89;2.656559456
SeriesB;102;89;2.931554496
SeriesA;102;90;3.033623054
SeriesB;102;90;2.939981221
SeriesA;102;91;2.861284054
SeriesB;102;91;2.964941829
SeriesA;102;92;2.819342813
SeriesB;102;92;2.964941829
SeriesA;102;93;2.686065193
SeriesB;102;93;2.832797228
SeriesA;102;94;2.763904486
SeriesB;102;94;2.785086379
SeriesA;102;95;2.442583365
SeriesB;102;95;2.797364125
SeriesA;102;96;2.667992037
SeriesB;102;96;2.772088498
SeriesA;102;97;2.536358504
SeriesB;102;97;2.82037053
SeriesA;102;98;2.456345366
SeriesB;102;98;2.871067916
SeriesA;102;99;2.554819799
SeriesB;102;99;2.562431472
SeriesA;102;100;2.436187037
SeriesB;102;100;2.895716541
SeriesA;102;101;2.813266944
SeriesB;102;101;2.858877103
SeriesA;102;102;2.471184939
SeriesB;102;102;2.800164918
SeriesA;102;103;2.491056393
SeriesB;102;103;2.564473445
SeriesA;102;104;2.308528356
SeriesB;102;104;2.549946493
SeriesA;102;105;2.53036927
SeriesB;102;105;2.564473445
SeriesA;102;106;2.295703344
SeriesB;102;106;2.513047474
SeriesA;102;107;2.283835765
SeriesB;102;107;2.143037126
SeriesA;102;108;2.276023465
SeriesB;102;108;2.143037126
SeriesA;102;109;2.359668441
SeriesB;102;109;2.130367289
SeriesA;102;110;2.509478625
SeriesB;102;110;2.130367289
SeriesA;102;111;2.100046871
SeriesB;102;111;2.008653927
SeriesA;102;112;2.033754717
SeriesB;102;112;1.958740732
SeriesA;102;113;2.318743967
SeriesB;102;113;1.985566642
SeriesA;102;114;2.341295597
SeriesB;102;114;1.985566642
SeriesA;102;115;2.267337431
SeriesB;102;115;1.985566642
SeriesA;102;116;2.190685466
SeriesB;102;116;1.720509454
SeriesA;102;117;2.226169034
SeriesB;102;117;1.720509454
SeriesA;102;118;2.092592593
SeriesB;102;118;1.681289617
SeriesA;102;119;1.947996065
SeriesB;102;119;1.681779813
SeriesA;102;120;1.850441542
SeriesB;102;120;1.399649784
SeriesA;102;121;2.023953368
SeriesB;102;121;1.416459255
SeriesA;102;122;1.855624555
SeriesB;102;122;1.407248648
SeriesA;102;123;1.793300867
SeriesB;102;123;1.431368284
SeriesA;102;124;1.747288139
SeriesB;102;124;1.43879056
SeriesA;102;125;1.983750319
SeriesB;102;125;1.43057266
SeriesA;102;126;1.808468775
SeriesB;102;126;1.390892094
SeriesA;102;127;1.737209676
SeriesB;102;127;1.421506268
SeriesA;102;128;1.751712857
SeriesB;102;128;1.418034046
SeriesA;102;129;1.536725505
SeriesB;102;129;1.418034046
SeriesA;102;130;1.855643653
SeriesB;102;130;1.418034046
SeriesA;102;131;1.818224801
SeriesB;102;131;1.419759619
SeriesA;102;132;1.860790109
SeriesB;102;132;1.419759619
SeriesA;102;133;1.530243509
SeriesB;102;133;1.39477323
SeriesA;102;134;1.604051078
SeriesB;102;134;1.40258573
SeriesA;102;135;1.703124769
SeriesB;102;135;1.42213973
SeriesA;102;136;1.787054785
SeriesB;102;136;1.430981353
SeriesA;102;137;1.836243949
SeriesB;102;137;1.41
SeriesA;102;138;1.706605861
SeriesB;102;138;1.413881959
SeriesA;102;139;1.465795511
SeriesB;102;139;1.407756696
SeriesA;102;140;1.610400884
SeriesB;102;140;1.406511544
SeriesA;102;141;1.75148653
SeriesB;102;141;1.406941479
SeriesA;102;142;1.650506664
SeriesB;102;142;1.412553737
SeriesA;102;143;1.775806984
SeriesB;102;143;1.444058892
SeriesA;102;144;1.427387524
SeriesB;102;144;1.433689574
SeriesA;102;145;1.376566259
SeriesB;102;145;1.456300553
SeriesA;102;146;1.543489709
SeriesB;102;146;1.433685421
SeriesA;102;147;1.749243853
SeriesB;102;147;1.401502581
SeriesA;102;148;1.211234482
SeriesB;102;148;1.401502581
SeriesA;102;149;1.191282783
SeriesB;102;149;1.372701378
SeriesA;102;150;1.491435223
SeriesB;102;150;1.410315265
SeriesA;102;151;1.492869624
SeriesB;102;151;1.41281546
SeriesA;102;152;1.664514521
SeriesB;102;152;1.421001723
SeriesA;102;153;1.37888934
SeriesB;102;153;1.477473958
SeriesA;102;154;1.777598561
SeriesB;102;154;1.399240451
SeriesA;102;155;1.763664461
SeriesB;102;155;1.392122404
SeriesA;102;156;1.428013393
SeriesB;102;156;1.420138889
SeriesA;102;157;1.38
SeriesB;102;157;1.437332752
SeriesA;102;158;1.274054329
SeriesB;102;158;1.39
SeriesA;102;159;1.606117262
SeriesB;102;159;1.354464286
SeriesA;102;160;1.280839464
SeriesB;102;160;1.355958686
SeriesA;102;161;1.566556047
SeriesB;102;161;1.331904644
SeriesA;102;162;1.444519078
SeriesB;102;162;1.353139445
SeriesA;102;163;1.155322154
SeriesB;102;163;1.375572358
SeriesA;102;164;1.415916314
SeriesB;102;164;1.37133472
SeriesA;102;165;1.343878074
SeriesB;102;165;1.393887017
SeriesA;102;166;1.218762666
SeriesB;102;166;1.331916316
SeriesA;102;167;1.310434699
SeriesB;102;167;1.387340651
SeriesA;102;168;1.444504609
SeriesB;102;168;1.348910985
SeriesA;102;169;1.483386268
SeriesB;102;169;1.405914589
SeriesA;102;170;1.189319717
SeriesB;102;170;1.364457169
SeriesA;102;171;1.284478306
SeriesB;102;171;1.410801525
SeriesA;102;172;1.368114329
SeriesB;102;172;1.397804603
SeriesA;102;173;1.338315175
SeriesB;102;173;1.385009502
SeriesA;102;174;1.174446944
SeriesB;102;174;1.421775858
SeriesA;102;175;1.566860967
SeriesB;102;175;1.42674879
SeriesA;102;176;1.419020881
SeriesB;102;176;1.379825533
SeriesA;102;177;1.082844968
SeriesB;102;177;1.389004002
SeriesA;102;178;1.159891917
SeriesB;102;178;1.457522398
SeriesA;102;179;1.322579376
SeriesB;102;179;1.475034093
SeriesA;102;180;1.153352151
SeriesB;102;180;1.474740711
SeriesA;102;181;1.010083788
SeriesB;102;181;1.420045153
SeriesA;102;182;1.05030969
SeriesB;102;182;1.391536458
SeriesA;102;183;1.257676823
SeriesB;102;183;1.38532033
SeriesA;102;184;1.28389381
SeriesB;102;184;1.415201903
SeriesA;102;185;1.212148294
SeriesB;102;185;1.437848888
SeriesA;102;186;1.299713318
SeriesB;102;186;1.338824697
SeriesA;102;187;1.383067303
SeriesB;102;187;1.390852685
SeriesA;102;188;1.155363699
SeriesB;102;188;1.379227717
SeriesA;102;189;1.080181888
SeriesB;102;189;1.386348915
SeriesA;102;190;1.041805771
SeriesB;102;190;1.334815156
SeriesA;102;191;1.007882094
SeriesB;102;191;1.286394987
SeriesA;102;192;1.015256979
SeriesB;102;192;1.261902262
SeriesA;102;193;1.039714942
SeriesB;102;193;1.32366857
SeriesA;102;194;0.95
SeriesB;102;194;1.32902122
SeriesA;102;195;0.945914152
SeriesB;102;195;1.281350752
SeriesA;102;196;0.8840155
SeriesB;102;196;1.296847232
SeriesA;102;197;1.094590054
SeriesB;102;197;1.270626481
SeriesA;102;198;0.924364053
SeriesB;102;198;1.283712659
SeriesA;102;199;0.767693591
SeriesB;102;199;1.244375224
SeriesA;102;200;1.00293703
SeriesB;102;200;1.236801673
SeriesA;102;201;1.079758929
SeriesB;102;201;1.227311922
SeriesA;102;202;0.95
SeriesB;102;202;1.233201801
SeriesA;102;203;0.858261009
SeriesB;102;203;1.293361704
SeriesA;102;204;1.057838761
SeriesB;102;204;1.300259289
SeriesA;102;205;0.832137733
SeriesB;102;205;1.247409072
SeriesA;102;206;0.76
SeriesB;102;206;1.211476192
SeriesA;102;207;0.712702142
SeriesB;102;207;1.285525301
SeriesA;102;208;1.008551077
SeriesB;102;208;1.191860499
SeriesA;102;209;0.694029851
SeriesB;102;209;1.129031539
SeriesA;102;210;0.677104167
SeriesB;102;210;1.086469735
SeriesA;102;211;0.964226974
SeriesB;102;211;1.133904297
SeriesA;102;212;0.694642857
SeriesB;102;212;1.12107255
SeriesA;102;213;0.822418478
SeriesB;102;213;1.069182088
SeriesA;102;214;0.596851145
SeriesB;102;214;1.1171528
SeriesA;102;215;0.656709559
SeriesB;102;215;1.096527687
SeriesA;102;216;0.64949718
SeriesB;102;216;1.01
SeriesA;102;217;0.609285304
SeriesB;102;217;1.012679042
SeriesA;102;218;0.588579137
SeriesB;102;218;0.812965388
SeriesA;102;219;0.64
SeriesB;102;219;0.692267021
SeriesA;102;220;0.536226852
SeriesB;102;220;0.446159477
SeriesA;102;221;0.477725654
SeriesB;102;221;0.278806426
SeriesA;112;1;0.707923603
SeriesB;112;1;0.183733644
SeriesA;112;2;0.466449842
SeriesB;112;2;0.37359815
SeriesA;112;3;0.700045822
SeriesB;112;3;0.441546542
SeriesA;112;4;0.40869812
SeriesB;112;4;0.424046969
SeriesA;112;5;0.807979929
SeriesB;112;5;0.822795971
SeriesA;112;6;1.621042235
SeriesB;112;6;1.575643777
SeriesA;112;7;2.006729269
SeriesB;112;7;2.217132962
SeriesA;112;8;2.198733442
SeriesB;112;8;2.16809356
SeriesA;112;9;2.25345484
SeriesB;112;9;2.219981737
SeriesA;112;10;2.26400908
SeriesB;112;10;2.329033336
SeriesA;112;11;2.023510667
SeriesB;112;11;2.093111206
SeriesA;112;12;2.267370638
SeriesB;112;12;2.400595678
SeriesA;112;13;2.309598503
SeriesB;112;13;2.452706606
SeriesA;112;14;2.365325267
SeriesB;112;14;2.509294942
SeriesA;112;15;2.440697551
SeriesB;112;15;2.438116495
SeriesA;112;16;2.434449111
SeriesB;112;16;2.493099739
SeriesA;112;17;2.336688334
SeriesB;112;17;2.415143857
SeriesA;112;18;2.470831739
SeriesB;112;18;2.61789875
SeriesA;112;19;2.50774234
SeriesB;112;19;2.486698237
SeriesA;112;20;2.647115574
SeriesB;112;20;2.627702492
SeriesA;112;21;2.379768268
SeriesB;112;21;2.529552301
SeriesA;112;22;2.377916696
SeriesB;112;22;2.613416865
SeriesA;112;23;2.532925944
SeriesB;112;23;2.653680697
SeriesA;112;24;2.73
SeriesB;112;24;2.553008568
SeriesA;112;25;2.621888843
SeriesB;112;25;2.749764874
SeriesA;112;26;2.82015152
SeriesB;112;26;2.784367597
SeriesA;112;27;2.662788478
SeriesB;112;27;2.789460485
SeriesA;112;28;2.550038961
SeriesB;112;28;2.799877151
SeriesA;112;29;2.849948986
SeriesB;112;29;2.698049825
SeriesA;112;30;2.778246916
SeriesB;112;30;2.82463476
SeriesA;112;31;2.74816368
SeriesB;112;31;2.897497653
SeriesA;112;32;2.97
SeriesB;112;32;3.166981362
SeriesA;112;33;2.899920579
SeriesB;112;33;3.067387952
SeriesA;112;34;3.062802692
SeriesB;112;34;3.022822927
SeriesA;112;35;2.794289686
SeriesB;112;35;3.07
SeriesA;112;36;2.853987357
SeriesB;112;36;3.034211863
SeriesA;112;37;2.86
SeriesB;112;37;2.959607279
SeriesA;112;38;2.872831517
SeriesB;112;38;3.070553294
SeriesA;112;39;3.019951764
SeriesB;112;39;3.166607482
SeriesA;112;40;2.948899956
SeriesB;112;40;3.216350666
SeriesA;112;41;3.065736175
SeriesB;112;41;3.238929172
SeriesA;112;42;2.907880286
SeriesB;112;42;3.240516474
SeriesA;112;43;2.98156557
SeriesB;112;43;3.228363696
SeriesA;112;44;3.105811666
SeriesB;112;44;3.038602011
SeriesA;112;45;2.867432033
SeriesB;112;45;3.044752749
SeriesA;112;46;2.933636382
SeriesB;112;46;2.98398886
SeriesA;112;47;2.990181405
SeriesB;112;47;3.037196788
SeriesA;112;48;3.066558148
SeriesB;112;48;3.067528876
SeriesA;112;49;2.844610861
SeriesB;112;49;2.987901284
SeriesA;112;50;2.850843188
SeriesB;112;50;3.027717242
SeriesA;112;51;2.899453227
SeriesB;112;51;3.02
SeriesA;112;52;3.19331596
SeriesB;112;52;3.293971997
SeriesA;112;53;3.251910799
SeriesB;112;53;3.306553166
SeriesA;112;54;3.073866763
SeriesB;112;54;3.182730408
SeriesA;112;55;3.089622021
SeriesB;112;55;3.139894296
SeriesA;112;56;3.03990579
SeriesB;112;56;3.19045486
SeriesA;112;57;3.139278578
SeriesB;112;57;3.21
SeriesA;112;58;3.026336696
SeriesB;112;58;3.220505831
SeriesA;112;59;3.144978309
SeriesB;112;59;3.220505831
SeriesA;112;60;2.972992667
SeriesB;112;60;3.200120776
SeriesA;112;61;2.89564404
SeriesB;112;61;3.216768485
SeriesA;112;62;3.077167928
SeriesB;112;62;3.237601819
SeriesA;112;63;2.970176263
SeriesB;112;63;3.301534272
SeriesA;112;64;3.194523904
SeriesB;112;64;3.283237257
SeriesA;112;65;3.121244053
SeriesB;112;65;3.29
SeriesA;112;66;3.210648157
SeriesB;112;66;3.226481707
SeriesA;112;67;3.082344978
SeriesB;112;67;3.207484443
SeriesA;112;68;3.046306334
SeriesB;112;68;3.12695204
SeriesA;112;69;2.974669713
SeriesB;112;69;3.12695204
SeriesA;112;70;3.046233498
SeriesB;112;70;3.25764602
SeriesA;112;71;3.156888147
SeriesB;112;71;3.166851232
SeriesA;112;72;3.02705929
SeriesB;112;72;3.192991215
SeriesA;112;73;3.031662233
SeriesB;112;73;3.20
SeriesA;112;74;2.957911087
SeriesB;112;74;3.251749642
SeriesA;112;75;2.999308466
SeriesB;112;75;3.177004946
SeriesA;112;76;2.971070635
SeriesB;112;76;3.111405249
SeriesA;112;77;2.892767086
SeriesB;112;77;3.144646314
SeriesA;112;78;2.920917914
SeriesB;112;78;3.144646314
SeriesA;112;79;2.977326735
SeriesB;112;79;3.146282756
SeriesA;112;80;3.091391719
SeriesB;112;80;3.127357521
SeriesA;112;81;2.810560657
SeriesB;112;81;3.176294153
SeriesA;112;82;2.833043713
SeriesB;112;82;3.155026791
SeriesA;112;83;3.067730863
SeriesB;112;83;3.089385019
SeriesA;112;84;3.04
SeriesB;112;84;3.099074051
SeriesA;112;85;2.906353988
SeriesB;112;85;3.128216276
SeriesA;112;86;2.806632677
SeriesB;112;86;3.02955471
SeriesA;112;87;2.891369702
SeriesB;112;87;2.981966683
SeriesA;112;88;2.83
SeriesB;112;88;2.945608389
SeriesA;112;89;2.898008911
SeriesB;112;89;3.031176642
SeriesA;112;90;2.9717407
SeriesB;112;90;3.030727829
SeriesA;112;91;2.920029375
SeriesB;112;91;3.085097706
SeriesA;112;92;2.981674787
SeriesB;112;92;3.041535097
SeriesA;112;93;2.847810841
SeriesB;112;93;2.988259131
SeriesA;112;94;2.854021081
SeriesB;112;94;2.969066084
SeriesA;112;95;2.7378985
SeriesB;112;95;2.953347219
SeriesA;112;96;2.646497681
SeriesB;112;96;2.913466308
SeriesA;112;97;2.662650026
SeriesB;112;97;2.811061631
SeriesA;112;98;2.69932279
SeriesB;112;98;2.780886351
SeriesA;112;99;2.510016359
SeriesB;112;99;2.864262155
SeriesA;112;100;2.529614909
SeriesB;112;100;2.707595269
SeriesA;112;101;2.811421505
SeriesB;112;101;2.775110708
SeriesA;112;102;2.602451488
SeriesB;112;102;2.775110708
SeriesA;112;103;2.525201542
SeriesB;112;103;2.871870849
SeriesA;112;104;2.427344595
SeriesB;112;104;2.732161376
SeriesA;112;105;2.73
SeriesB;112;105;2.672943939
SeriesA;112;106;2.538672492
SeriesB;112;106;2.667765311
SeriesA;112;107;2.626518339
SeriesB;112;107;2.464781105
SeriesA;112;108;2.608447326
SeriesB;112;108;2.564595364
SeriesA;112;109;2.307623486
SeriesB;112;109;2.433958419
SeriesA;112;110;2.372992751
SeriesB;112;110;2.366347621
SeriesA;112;111;2.283597324
SeriesB;112;111;2.28251914
SeriesA;112;112;2.001509526
SeriesB;112;112;2.205205504
SeriesA;112;113;2.367721566
SeriesB;112;113;2.242510553
SeriesA;112;114;2.226030394
SeriesB;112;114;2.376193182
SeriesA;112;115;2.224165465
SeriesB;112;115;2.310098324
SeriesA;112;116;2.407152104
SeriesB;112;116;2.323198071
SeriesA;112;117;2.362190897
SeriesB;112;117;2.326570391
SeriesA;112;118;2.169046358
SeriesB;112;118;2.240740593
SeriesA;112;119;1.989599307
SeriesB;112;119;1.956868447
SeriesA;112;120;1.826851753
SeriesB;112;120;1.818386243
SeriesA;112;121;1.983974049
SeriesB;112;121;1.891231408
SeriesA;112;122;2.038577109
SeriesB;112;122;1.817074869
SeriesA;112;123;1.859698075
SeriesB;112;123;1.585717067
SeriesA;112;124;1.767746914
SeriesB;112;124;1.626901841
SeriesA;112;125;1.936885356
SeriesB;112;125;1.813907302
SeriesA;112;126;1.73573498
SeriesB;112;126;1.37767455
SeriesA;112;127;1.616330719
SeriesB;112;127;1.506522147
SeriesA;112;128;1.702348093
SeriesB;112;128;1.545249369
SeriesA;112;129;1.635144881
SeriesB;112;129;1.663331422
SeriesA;112;130;2.095396269
SeriesB;112;130;1.52140997
SeriesA;112;131;1.873874346
SeriesB;112;131;1.494949864
SeriesA;112;132;1.884178847
SeriesB;112;132;1.526320685
SeriesA;112;133;1.555217211
SeriesB;112;133;1.384960411
SeriesA;112;134;1.591583902
SeriesB;112;134;1.381994048
SeriesA;112;135;1.584205848
SeriesB;112;135;1.439393939
SeriesA;112;136;1.847818838
SeriesB;112;136;1.367613636
SeriesA;112;137;1.851718005
SeriesB;112;137;1.422301136
SeriesA;112;138;1.677188716
SeriesB;112;138;1.367449738
SeriesA;112;139;1.65267223
SeriesB;112;139;1.356922591
SeriesA;112;140;1.659328127
SeriesB;112;140;1.401653757
SeriesA;112;141;1.76
SeriesB;112;141;1.38643385
SeriesA;112;142;1.637543949
SeriesB;112;142;1.353791471
SeriesA;112;143;1.709747902
SeriesB;112;143;1.370439975
SeriesA;112;144;1.405213527
SeriesB;112;144;1.409648049
SeriesA;112;145;1.380455564
SeriesB;112;145;1.405559264
SeriesA;112;146;1.543352595
SeriesB;112;146;1.416850969
SeriesA;112;147;1.6831848
SeriesB;112;147;1.415918803
SeriesA;112;148;1.209378321
SeriesB;112;148;1.418746184
SeriesA;112;149;1.234854644
SeriesB;112;149;1.386648765
SeriesA;112;150;1.483602431
SeriesB;112;150;1.409325397
SeriesA;112;151;1.51340812
SeriesB;112;151;1.424355159
SeriesA;112;152;1.543635659
SeriesB;112;152;1.383323121
SeriesA;112;153;1.444591751
SeriesB;112;153;1.337425363
SeriesA;112;154;1.728140201
SeriesB;112;154;1.367063492
SeriesA;112;155;1.703044872
SeriesB;112;155;1.348770762
SeriesA;112;156;1.439871891
SeriesB;112;156;1.380878294
SeriesA;112;157;1.30088141
SeriesB;112;157;1.316879735
SeriesA;112;158;1.278554965
SeriesB;112;158;1.319618056
SeriesA;112;159;1.586439024
SeriesB;112;159;1.330439886
SeriesA;112;160;1.25024663
SeriesB;112;160;1.335484205
SeriesA;112;161;1.500632788
SeriesB;112;161;1.295391182
SeriesA;112;162;1.471050306
SeriesB;112;162;1.316216931
SeriesA;112;163;1.153551707
SeriesB;112;163;1.347088093
SeriesA;112;164;1.351631637
SeriesB;112;164;1.300139425
SeriesA;112;165;1.348684211
SeriesB;112;165;1.258865741
SeriesA;112;166;1.19482477
SeriesB;112;166;1.294541629
SeriesA;112;167;1.237498092
SeriesB;112;167;1.281156836
SeriesA;112;168;1.579955107
SeriesB;112;168;1.301000692
SeriesA;112;169;1.51738068
SeriesB;112;169;1.319755592
SeriesA;112;170;1.200980392
SeriesB;112;170;1.345535246
SeriesA;112;171;1.251068376
SeriesB;112;171;1.337656441
SeriesA;112;172;1.348837028
SeriesB;112;172;1.349790697
SeriesA;112;173;1.296537514
SeriesB;112;173;1.389870784
SeriesA;112;174;1.204339338
SeriesB;112;174;1.422492459
SeriesA;112;175;1.551113081
SeriesB;112;175;1.391292798
SeriesA;112;176;1.384957869
SeriesB;112;176;1.432425196
SeriesA;112;177;1.082974601
SeriesB;112;177;1.432425196
SeriesA;112;178;1.140839286
SeriesB;112;178;1.413772068
SeriesA;112;179;1.339320959
SeriesB;112;179;1.385063374
SeriesA;112;180;1.305540454
SeriesB;112;180;1.429762223
SeriesA;112;181;1.184615057
SeriesB;112;181;1.469070416
SeriesA;112;182;1.028604178
SeriesB;112;182;1.31
SeriesA;112;183;1.197370172
SeriesB;112;183;1.440677703
SeriesA;112;184;1.262191203
SeriesB;112;184;1.363396001
SeriesA;112;185;1.191218732
SeriesB;112;185;1.362327597
SeriesA;112;186;1.2235306
SeriesB;112;186;1.324296418
SeriesA;112;187;1.418044262
SeriesB;112;187;1.336785938
SeriesA;112;188;1.105844359
SeriesB;112;188;1.338184617
SeriesA;112;189;1.066993105
SeriesB;112;189;1.332795647
SeriesA;112;190;1.017365449
SeriesB;112;190;1.312025134
SeriesA;112;191;0.972616793
SeriesB;112;191;1.259550866
SeriesA;112;192;1.054659633
SeriesB;112;192;1.308257635
SeriesA;112;193;1.031304437
SeriesB;112;193;1.264648145
SeriesA;112;194;0.943313513
SeriesB;112;194;1.225566781
SeriesA;112;195;0.938864466
SeriesB;112;195;1.282078446
SeriesA;112;196;0.861066212
SeriesB;112;196;1.195189186
SeriesA;112;197;1.060749658
SeriesB;112;197;1.176349327
SeriesA;112;198;0.912720353
SeriesB;112;198;1.199915922
SeriesA;112;199;0.764332014
SeriesB;112;199;1.169096789
SeriesA;112;200;1.001142332
SeriesB;112;200;1.216489367
SeriesA;112;201;0.883938677
SeriesB;112;201;1.177371123
SeriesA;112;202;0.975494366
SeriesB;112;202;1.153406129
SeriesA;112;203;0.826677381
SeriesB;112;203;1.257219127
SeriesA;112;204;1.016924307
SeriesB;112;204;1.28603792
SeriesA;112;205;0.834355421
SeriesB;112;205;1.21119731
SeriesA;112;206;0.699775178
SeriesB;112;206;1.171781444
SeriesA;112;207;0.691925176
SeriesB;112;207;1.254530108
SeriesA;112;208;0.981753923
SeriesB;112;208;1.103482643
SeriesA;112;209;0.657562023
SeriesB;112;209;1.154776891
SeriesA;112;210;0.613636496
SeriesB;112;210;1.077081011
SeriesA;112;211;0.944436813
SeriesB;112;211;1.032657022
SeriesA;112;212;0.64
SeriesB;112;212;1.116000052
SeriesA;112;213;0.810122964
SeriesB;112;213;1.046500343
SeriesA;112;214;0.570793269
SeriesB;112;214;1.021925202
SeriesA;112;215;0.63
SeriesB;112;215;1.038131901
SeriesA;112;216;0.604275051
SeriesB;112;216;1.003587862
SeriesA;112;217;0.573371125
SeriesB;112;217;1.040942157
SeriesA;112;218;0.563412409
SeriesB;112;218;0.690093213
SeriesA;112;219;0.605517857
SeriesB;112;219;0.59
SeriesA;112;220;0.442116477
SeriesB;112;220;0.45
SeriesA;112;221;0.397211945
SeriesB;112;221;0.266004992
SeriesA;121;1;0.662854463
SeriesB;121;1;0.165535586
SeriesA;121;2;0.470425798
SeriesB;121;2;0.342317513
SeriesA;121;3;0.64
SeriesB;121;3;0.461938823
SeriesA;121;4;0.419125155
SeriesB;121;4;0.356094828
SeriesA;121;5;0.812616889
SeriesB;121;5;0.802538652
SeriesA;121;6;1.562762159
SeriesB;121;6;1.572121424
SeriesA;121;7;1.883221158
SeriesB;121;7;2.145972185
SeriesA;121;8;2.120907026
SeriesB;121;8;2.127730224
SeriesA;121;9;2.177121585
SeriesB;121;9;2.204810269
SeriesA;121;10;2.311701337
SeriesB;121;10;2.304034371
SeriesA;121;11;1.959920812
SeriesB;121;11;2.018041453
SeriesA;121;12;2.230036944
SeriesB;121;12;2.31656196
SeriesA;121;13;2.278492517
SeriesB;121;13;2.342125491
SeriesA;121;14;2.329602282
SeriesB;121;14;2.286832527
SeriesA;121;15;2.292941126
SeriesB;121;15;2.31
SeriesA;121;16;2.324366312
SeriesB;121;16;2.342255335
SeriesA;121;17;2.165344375
SeriesB;121;17;2.254884559
SeriesA;121;18;2.44556168
SeriesB;121;18;2.4434763
SeriesA;121;19;2.291433727
SeriesB;121;19;2.408228758
SeriesA;121;20;2.432987818
SeriesB;121;20;2.457063107
SeriesA;121;21;2.25
SeriesB;121;21;2.346209089
SeriesA;121;22;2.259016593
SeriesB;121;22;2.554480034
SeriesA;121;23;2.36
SeriesB;121;23;2.516388241
SeriesA;121;24;2.53706543
SeriesB;121;24;2.44
SeriesA;121;25;2.479626975
SeriesB;121;25;2.606273012
SeriesA;121;26;2.63
SeriesB;121;26;2.636349446
SeriesA;121;27;2.602174342
SeriesB;121;27;2.657834568
SeriesA;121;28;2.545790229
SeriesB;121;28;2.64895533
SeriesA;121;29;2.571904359
SeriesB;121;29;2.54631002
SeriesA;121;30;2.684533754
SeriesB;121;30;2.558163116
SeriesA;121;31;2.63701427
SeriesB;121;31;2.636828276
SeriesA;121;32;2.853792262
SeriesB;121;32;2.886000363
SeriesA;121;33;2.788828519
SeriesB;121;33;2.893087756
SeriesA;121;34;2.907544033
SeriesB;121;34;2.873729185
